task No.,task_name,earliest_time,latest_time
847,dwd_ms.usp_smb_cust_segmentation4_determ,247,1439
848,dwd_ms.usp_smb_funding_rel,533,1439
849,dwd_ms.usp_smb_lecoo_cust_seg_channel_mapping,604,1439
850,dwd_ms.usp_smb_rel_dflt_combat_unit,784,1439
851,dwd_ms.usp_smb_sn_sti,175,1439
852,dwd_ms.usp_ssdc_chnl_manual_inv_age,443,1439
853,dwd_ms.usp_ssdc_fgi_dwd,228,1439
854,dwd_ms.usp_ssdc_jd_lock_bypn,719,1439
855,dwd_ms.usp_ssdc_smb_bysn_full,239,1439
856,dwd_ms.usp_ssdc_smb_full,194,1439
857,dwd_ms.usp_ssdc_sti_bypn,90,1439
858,dwd_ms.usp_subterritory_acnt,147,1439
859,dwd_ms.usp_svc_prc_acnt,610,1439
860,dwd_ms.usp_svc_prc_bu,23,1439
861,dwd_ms.usp_svc_prc_city,334,1439
862,dwd_ms.usp_svc_prc_contact,511,1439
863,dwd_ms.usp_svc_prc_d365_cd_table,648,1439
864,dwd_ms.usp_svc_prc_opportunity,711,1439
865,dwd_ms.usp_svc_prc_opportunity_product,155,1439
866,dwd_ms.usp_svc_prc_opportunity_resource,223,1439
867,dwd_ms.usp_svc_prc_product_ln,639,1439
868,dwd_ms.usp_svc_prc_province,194,1439
869,dwd_ms.usp_svc_prc_sales_user,234,1439
870,dwd_ms.usp_territory_rel,473,1439
871,dwd_ms.usp_territory_to_employee_rel,144,1439
872,dwd_ms.usp_third_party_gpn_mapping,229,1439
873,dwd_ms_prc_moto_sale_prc_full,655,1439
874,dwd_ms_prc_opportunity_detail_history_prc_merge,479,1439
875,dwd_ms_prc_opportunity_detail_prc_full,329,1439
876,dwd_ms_prc_opportunity_history_prc_merge,437,1439
877,dwd_ms_prc_opportunity_order_plan_detail_history_prc_merge,26,1439
878,dwd_ms_prc_opportunity_order_plan_detail_prc_full,597,1439
879,dwd_ms_prc_opportunity_order_plan_history_prc_merge,339,1439
880,dwd_ms_prc_opportunity_order_plan_prc_full,358,1439
881,dwd_ms_prc_opportunity_prc_full,575,1439
882,dwd_ms_prc_product_character_value_prc_full,112,1439
883,dwd_ms_prc_product_div_mapping_prc_full,58,1439
884,dwd_ms_prc_product_hier_prc_full,21,1439
885,dwd_ms_prc_quotation_proj_approval_prc_full,466,1439
886,dwd_ms_prc_quotation_proj_prc_full,587,1439
887,dwd_ms_prc_quotation_proj_product_dist_prc_full,376,1439
888,dwd_ms_prc_quotation_proj_product_prc_full,314,1439
889,dwd_ms_prc_quotation_proj_product_supply_prc_full,283,1439
890,dwd_ms_prc_quotation_proj_supply_deduction_prc_full,69,1439
891,dwd_ms_prc_sale_order_hdr_prc_full,198,1439
892,dwd_ms_prc_sale_order_ln_item_prc_full,341,1439
893,dwd_ms_prc_sale_order_price_cond_worldwide_full,419,1439
894,dwd_ms_prc_sale_order_price_cond_worldwide_merge,542,1439
895,dwd_ms_prc_sale_product_base_prc_full,486,1439
896,dwd_ms_ref_dist_chnl_mapping_worldwide_full,109,1439
897,dwd_ms_ref_lbl_formula_detail_prc_full,342,1439
898,dwd_ms_ref_order_rsn_mapping_worldwide_full,276,1439
899,dwd_ms_ref_product_div_mapping_worldwide_full,461,1439
900,dwd_ms_ref_product_to_cfc_mapping_worldwide_full,90,1439
901,dwd_ms_ref_quotation_proj_product_div_mapping_prc_full,301,1439
902,dwd_ms_ref_sale_office_mapping_worldwide_full,476,1439
903,dwd_ms_ref_sale_org_mapping_worldwide_full,371,1439
904,dwd_ms_ref_sale_transaction_ln_catg_mapping_worldwide_full,266,1439
905,dwd_ms_ref_sale_transaction_type_mapping_worldwide_full,262,1439
906,dwd_ms_ref_svc_group_mapping_worldwide_full,506,1439
907,dwd_sc.usp_build_plan,493,1439
908,dwd_sc.usp_ecc_lenovo_own_inv_aging_data,564,1439
909,dwd_sc.usp_ecc_so_stock_data,115,1439
910,dwd_sc.usp_ecc_supplier_own_inv_aging_data,287,1439
911,dwd_sc.usp_llsc_prc_doc_flow,406,1439
912,dwd_sc.usp_llsc_row_doc_flow,618,1439
913,dwd_sc.usp_material_master_plant_vw,49,1439
914,dwd_sc.usp_mo,295,1439
915,dwd_sc.usp_mo_bom,245,1439
916,dwd_sc.usp_mo_grgi,604,1439
917,dwd_sc.usp_mo_status_cd,412,1439
918,dwd_sc.usp_normal_stock_data,15,1439
919,dwd_sc.usp_po_acnt_assignment,100,1439
920,dwd_sc.usp_po_hdr,242,1439
921,dwd_sc.usp_po_history,61,1439
922,dwd_sc.usp_po_item,300,1439
923,dwd_sc.usp_po_schedule_ln,717,1439
924,dwd_sc.usp_purchase_group,189,1439
925,dwd_sc.usp_s4_lenovo_own_inv_aging_data,697,1439
926,dwd_sc.usp_s4_supplier_own_inv_aging_data,717,1439
927,dwd_sc.usp_so_bom,488,1439
928,dwd_sc.usp_so_stock_data,100,1439
929,dwd_sc.usp_spl_screening_hdr,30,1439
930,dwd_sc.usp_vendor_special_stock_data,82,1439
931,dwd_srv.usp_baiyingone_eccso,371,1439
932,dwd_srv.usp_con_detail_report_manual_data,543,1439
933,dwd_srv.usp_con_fcst,76,1439
934,dwd_srv.usp_con_spos_order,86,1439
935,dwd_srv.usp_con_svc_btcp_order,146,1439
936,dwd_srv.usp_con_svc_portal_order,180,1439
937,dwd_srv.usp_con_svc_product,642,1439
938,dwd_srv.usp_con_svc_rtm_1,614,1439
939,dwd_srv.usp_con_svc_rtm_2,29,1439
940,dwd_srv.usp_con_svc_sell_out_detail,729,1439
941,dwd_srv.usp_con_svc_stb_registration_detail,731,1439
942,dwd_srv.usp_con_target,257,1439
943,dwd_srv.usp_prc_svc_opportunity,597,1439
944,dwd_srv.usp_prc_svc_order_detail,665,1439
945,dwd_srv.usp_rel_detail_report_manual_data,514,1439
946,dwd_srv.usp_rel_fcst,186,1439
947,dwd_srv.usp_rel_fcst_for_mktg_sales,328,1439
948,dwd_srv.usp_rel_fi_target_fcst,756,1439
949,dwd_srv.usp_rel_historical_manual_data_for_kab,532,1439
950,dwd_srv.usp_rel_historical_manual_data_for_svc,251,1439
951,dwd_srv.usp_rel_order_region,711,1439
952,dwd_srv.usp_rel_target,480,1439
953,dwd_srv.usp_rel_target_for_mktg_sales,627,1439
954,dwd_srv.usp_smb_detail_report_manual_data,521,1439
955,dwd_srv.usp_smb_fcst,635,1439
956,dwd_srv.usp_smb_historical_manual_data,12,1439
957,dwd_srv.usp_smb_ms_svc_route_mapping,71,1439
958,dwd_srv.usp_smb_svc_order,703,1439
959,dwd_srv.usp_smb_svc_order_item,372,1439
960,dwd_srv.usp_smb_svc_sales_and_route_mapping,626,1439
961,dwd_srv.usp_smb_svc_sda_detail_for_mktg_sales,242,1439
962,dwd_srv.usp_smb_svc_stb_registration_detail_by_sn,621,1439
963,dwd_srv.usp_smb_svc_stb_registration_mtm_list,168,1439
964,dwd_srv.usp_smb_target,587,1439
965,dwd_srv.usp_svc_portfolio_lvl_1,419,1439
966,dwd_srv.usp_svc_portfolio_lvl_2,544,1439
967,dwd_srv.usp_svc_portfolio_lvl_3,509,1439
968,dwd_srv.usp_svc_prc_con_retail_family_history_record,320,1439
969,dwd_srv.usp_svc_prc_con_retail_family_shop_spare_gold,529,1439
970,dwd_srv.usp_svc_prc_product,434,1439
971,dwd_srv.usp_svc_prc_store,595,1439
972,dwd_srv.usp_svc_product,346,1439
973,dwd_srv.usp_svc_product_price_book,245,1439
974,dwd_srv.usp_svc_rel_prc_acnt_region_mapping,489,1439
975,dwd_srv.usp_svc_sales_route,86,1439
976,dwd_srv.usp_ttl_gaap,197,1439
977,dwd_srv_ww.usp_asset_wty,275,1439
978,dwd_srv_ww.usp_cust_asset,508,1439
979,dwd_srv_ww.usp_ref_svc_nec_simulation,47,1439
980,dwd_srv_ww.usp_ref_svc_profit_center_scope,346,1439
981,dwd_srv_ww.usp_svc_ln_upsell_billing,330,1439
982,dwd_srv_ww.usp_svc_ln_upsell_sales_transaction,407,1439
983,dwd_srv_ww.usp_svc_serviceplus_exrt,152,1439
984,dwd_srv_ww.usp_svc_subs_billing_item,421,1439
985,dwd_srv_ww.usp_svc_subs_contract,130,1439
986,dwd_srv_ww.usp_wo,447,1439
987,dwd_srv_ww.usp_wo_ln_item,768,1439
988,dwd_srv_ww.usp_wo_ln_item_acct_ind,440,1439
989,dwd_srv_ww.usp_wo_ln_item_status,166,1439
990,dwd_srv_ww.usp_wo_overall_status,180,1439
991,ext.usp_optimus_service_booking_isg,80,1439
992,ext.usp_optimus_service_gaap_isg,773,1439
993,ods.Koala_LK_CLOSE_CODE_DESC,761,1439
994,ods.Koala_LK_SERV_DEL_DESC,427,1439
995,ods.Koala_PC_INCIDENT_CFIUS_CONSTRAINED,68,1439
996,ods.Koala_PC_INCIDENT_ROOT,373,1439
997,ods.Koala_PC_LABOR,354,1439
998,ods.Koala_PC_PARTS,701,1439
999,ods.Koala_PC_STATUS,711,1439
1000,ods.LSCRM_ZIBT_SOFTACT,720,1439
1001,ods.PX_AP_WISTRON_DATA_IL,35,1439
1002,ods.ad_odh_empinfoad,196,1439
1003,ods.ailab_hybrid_summary_data,360,1439
1004,ods.anaplan_fi_budget_center_l3_mapping,253,1439
1005,ods.anaplan_fi_ecc_ledgers,431,1439
1006,ods.anaplan_fi_monthly_trend_report,222,1439
1007,ods.anaplan_fi_subpackage_mapping,695,1439
1008,ods.ap_pcsd_ceo_ww_pcsd_daily_load,217,1439
1009,ods.baiyingone_eccso,171,1439
1010,ods.bpc_/b28/hwwd80d2,321,1439
1011,ods.bpc_/b28/hwwdg2u5,583,1439
1012,ods.bpc_/b28/hwwdhrcy,608,1439
1013,ods.bpc_/b28/pwwd80d2,251,1439
1014,ods.bpc_/b28/pwwdg2u5,731,1439
1015,ods.bpc_/b28/pwwdhrcy,788,1439
1016,ods.bpc_/b28/twwd80d2,495,1439
1017,ods.bpc_/b28/twwdg2u5,275,1439
1018,ods.bpc_/b28/twwdhrcy,260,1439
1019,ods.bpc_/bic/aco_bps0200,73,1439
1020,ods.bpc_/bic/aco_bps0500,419,1439
1021,ods.bpc_/bic/aco_bps0600,324,1439
1022,ods.bpc_/bic/aco_bps1000,484,1439
1023,ods.bpc_/bic/aco_bps1100,677,1439
1024,ods.bpc_/bic/aco_bps1200,376,1439
1025,ods.bpc_/bic/aco_bps1600,762,1439
1026,ods.bpc_b28_hwwdbb3e,654,1439
1027,ods.bpc_b28_hwwdiq8e,481,1439
1028,ods.bpc_b28_hwwdknf8,606,1439
1029,ods.bpc_b28_hwwdkpce,44,1439
1030,ods.bpc_b28_hwwdkvhu,327,1439
1031,ods.bpc_b28_hwwdm24m,469,1439
1032,ods.bpc_b28_hwwdmr1d,627,1439
1033,ods.bpc_b28_hwwdmw89,217,1439
1034,ods.bpc_b28_pwwdbb3e,233,1439
1035,ods.bpc_b28_pwwdiq8e,567,1439
1036,ods.bpc_b28_pwwdknf8,395,1439
1037,ods.bpc_b28_pwwdkpce,640,1439
1038,ods.bpc_b28_pwwdkvhu,159,1439
1039,ods.bpc_b28_pwwdm24m,22,1439
1040,ods.bpc_b28_pwwdmr1d,43,1439
1041,ods.bpc_b28_pwwdmw89,693,1439
1042,ods.bpc_b28_twwdbb3e,161,1439
1043,ods.bpc_b28_twwdiq8e,478,1439
1044,ods.bpc_b28_twwdknf8,64,1439
1045,ods.bpc_b28_twwdkpce,562,1439
1046,ods.bpc_b28_twwdkvhu,260,1439
1047,ods.bpc_b28_twwdm24m,581,1439
1048,ods.bpc_b28_twwdmr1d,372,1439
1049,ods.bpc_b28_twwdmw89,643,1439
1050,ods.bpt_bs_customer,355,1439
1051,ods.bpt_con_flex_portfoliodealdeletelog,326,1439
1052,ods.bpt_con_magellan_dt_dealinfo,793,1439
1053,ods.bpt_con_magellan_pt_portfolioheader,530,1439
1054,ods.bpt_con_magellan_pt_portfolioitem,441,1439
1055,ods.bpt_flex_portfoliosmbdeletelog,581,1439
1056,ods.bpt_mtm_charactervalue,378,1439
1057,ods.bpt_mtm_info,290,1439
1058,ods.bpt_smb_flex_siso_report,319,1439
1059,ods.bpt_smb_magellan_countryplanheader,653,1439
1060,ods.bpt_smb_magellan_countryplanhighlevelpl,97,1439
1061,ods.bpt_smb_magellan_pt_portfolioheader,606,1439
1062,ods.bpt_smb_magellan_pt_portfolioitem,354,1439
1063,ods.bpt_smb_magellan_siso_report,358,1439
1064,ods.btcp_exbtcptobigdataplatform,711,1439
1065,ods.btcp_exbtcptobigdataplatformforre,798,1439
1066,ods.bw_/bic/AZBILL_U100,278,1439
1067,ods.bw_/bic/azc_bla102,168,1439
1068,ods.bw_/bic/azc_bla1700,188,1439
1069,ods.bw_/bic/azc_bps0400,497,1439
1070,ods.bw_/bic/azc_eea242,334,1439
1071,ods.bw_/bic/azc_eea252,450,1439
1072,ods.bw_/bic/azc_eea302,606,1439
1073,ods.bw_/bic/azc_eea312,350,1439
1074,ods.bw_/bic/azc_eea322,440,1439
1075,ods.bw_/bic/azc_fia022,166,1439
1076,ods.bw_/bic/azc_opa082,699,1439
1077,ods.bw_/bic/azc_opa112,391,1439
1078,ods.bw_/bic/azc_sda042,613,1439
1079,ods.bw_/bic/azc_sfa022,376,1439
1080,ods.bw_/bic/azc_sfa032,46,1439
1081,ods.bw_/bic/azc_sra032,288,1439
1082,ods.bw_/bic/azi_bla122,525,1439
1083,ods.bw_/bic/azi_bla252,96,1439
1084,ods.bw_/bic/azi_bls2300,510,1439
1085,ods.bw_/bic/azi_cfa012,98,1439
1086,ods.bw_/bic/azi_ees5300,247,1439
1087,ods.bw_/bic/azi_fia022,541,1439
1088,ods.bw_/bic/azi_soaa02,292,1439
1089,ods.bw_/bic/azi_soaa12,662,1439
1090,ods.bw_/bic/azi_soaa22,379,1439
1091,ods.bw_/bic/azi_soaa32,570,1439
1092,ods.bw_/bic/azsgmts0200,205,1439
1093,ods.bw_/bic/azsgmts0500,562,1439
1094,ods.bw_/bic/azstp_s0100,2,1439
1095,ods.bw_/bic/pzbunum,387,1439
1096,ods.bw_/bic/pzbusgmt,613,1439
1097,ods.bw_/bic/pzcgprct,25,1439
1098,ods.bw_/bic/pzdoc_type,142,1439
1099,ods.bw_/bic/pzpsol_iid,263,1439
1100,ods.bw_/bic/tzbpcser,620,1439
1101,ods.bw_/bic/tzzbpcbu,669,1439
1102,ods.bw__bic_azc_sra052,445,1439
1103,ods.bw__bic_azc_sws0200,581,1439
1104,ods.bw_azi_ops5000,610,1439
1105,ods.bw_azi_ops7300,130,1439
1106,ods.bw_azi_pca4072,327,1439
1107,ods.bw_azi_pcs5000,767,1439
1108,ods.bw_bic_azb_blau12,119,1439
1109,ods.bw_bic_azbill_u400,674,1439
1110,ods.bw_bic_azbpc_a072,318,1439
1111,ods.bw_bic_azc_bla322,291,1439
1112,ods.bw_bic_azc_bla372,750,1439
1113,ods.bw_bic_azc_bpa092,573,1439
1114,ods.bw_bic_azc_eea062,563,1439
1115,ods.bw_bic_azc_eea162,11,1439
1116,ods.bw_bic_azc_eea172,600,1439
1117,ods.bw_bic_azc_eea222,705,1439
1118,ods.bw_bic_azc_eea232,152,1439
1119,ods.bw_bic_azc_eea572,754,1439
1120,ods.bw_bic_azc_eea6s2,558,1439
1121,ods.bw_bic_azc_ees1500,108,1439
1122,ods.bw_bic_azc_mda042,77,1439
1123,ods.bw_bic_azc_mds3200,137,1439
1124,ods.bw_bic_azc_opa092,656,1439
1125,ods.bw_bic_azc_opa122,264,1439
1126,ods.bw_bic_azc_opa602,409,1439
1127,ods.bw_bic_azc_ops0100,84,1439
1128,ods.bw_bic_azc_sda052,745,1439
1129,ods.bw_bic_azc_sda082,90,1439
1130,ods.bw_bic_azc_sds5500,379,1439
1131,ods.bw_bic_azc_sra012,72,1439
1132,ods.bw_bic_azc_sra022,79,1439
1133,ods.bw_bic_azc_sra162,53,1439
1134,ods.bw_bic_azc_sramv2,60,1439
1135,ods.bw_bic_azc_sva062,703,1439
1136,ods.bw_bic_azc_wca4012,488,1439
1137,ods.bw_bic_azc_wcs0200,445,1439
1138,ods.bw_bic_azfiglo0200,426,1439
1139,ods.bw_bic_azi_bps4600,394,1439
1140,ods.bw_bic_azi_bps5900,344,1439
1141,ods.bw_bic_azi_fia212,51,1439
1142,ods.bw_bic_azi_fia24,658,1439
1143,ods.bw_bic_azi_fis0900,794,1439
1144,ods.bw_bic_azi_lsa4132,371,1439
1145,ods.bw_bic_azi_opa012,116,1439
1146,ods.bw_bic_azi_opa22,614,1439
1147,ods.bw_bic_azi_ops0200,768,1439
1148,ods.bw_bic_azi_ops0900,655,1439
1149,ods.bw_bic_azi_ops362,727,1439
1150,ods.bw_bic_azi_ops6600,443,1439
1151,ods.bw_bic_azi_pcs4a00,471,1439
1152,ods.bw_bic_azi_sda4022,771,1439
1153,ods.bw_bic_azi_sos7100,150,1439
1154,ods.bw_bic_azi_sram62,379,1439
1155,ods.bw_bic_azi_srsmv00,96,1439
1156,ods.bw_bic_azpcc_a012,198,1439
1157,ods.bw_bic_pzsrvtype,272,1439
1158,ods.bw_bic_tzprodfly,243,1439
1159,ods.bw_dd03l,491,1439
1160,ods.cbp_t_addsc_product_supply,23,1439
1161,ods.cbp_t_approval_quotation_approval,215,1439
1162,ods.cbp_t_approval_quotation_approval_product,40,1439
1163,ods.cbp_t_confirmation_win_bidding_feedback,610,1439
1164,ods.cbp_t_confirmation_win_bidding_feedback_product,37,1439
1165,ods.cbp_t_eventbus_state,655,1439
1166,ods.cbp_t_label_def,593,1439
1167,ods.cbp_t_label_formula_detail,266,1439
1168,ods.cbp_t_label_values,243,1439
1169,ods.cbp_t_product_attribute,77,1439
1170,ods.cbp_t_product_feature,319,1439
1171,ods.cbp_t_product_fee,447,1439
1172,ods.cbp_t_product_info,518,1439
1173,ods.cbp_t_product_price,667,1439
1174,ods.cbp_t_product_special_application,9,1439
1175,ods.cbp_t_quotation_agents,81,1439
1176,ods.cbp_t_quotation_attribute,525,1439
1177,ods.cbp_t_quotation_info,668,1439
1178,ods.cbp_t_quotation_si,450,1439
1179,ods.cbp_t_quotation_validity_date,496,1439
1180,ods.cbp_t_stock_prepare_info,3,1439
1181,ods.cbp_t_stock_prepare_maintenance_steps_limit,244,1439
1182,ods.cbp_t_stock_prepare_product,351,1439
1183,ods.cbp_t_stock_quantity_change_apply,596,1439
1184,ods.cbp_t_win_bidding_channel_contract_application,535,1439
1185,ods.cbp_t_win_bidding_order_package_application,33,1439
1186,ods.cbp_t_win_bidding_order_package_application_product,53,1439
1187,ods.cbp_t_win_bidding_price_bill_feedback,568,1439
1188,ods.cbp_t_win_bidding_price_bill_feedback_product,127,1439
1189,ods.cdop_t_0101_bu_new_tiger,396,1439
1190,ods.cdop_t_1001_con_inv_full,74,1439
1191,ods.cdop_t_8000_prd_alc_cto_list,285,1439
1192,ods.cdop_t_8000_prd_alc_mtm_list,218,1439
1193,ods.cdop_t_codata_con_sp_backlog_detail,181,1439
1194,ods.cdop_t_codata_con_sp_si_detail,545,1439
1195,ods.cdop_t_codata_order_detail_20230725,128,1439
1196,ods.cdop_t_isg_bu_new,297,1439
1197,ods.cdop_v_codata_region_inv_detail,132,1439
1198,ods.cdop_v_codata_region_po_detail,116,1439
1199,ods.cdop_v_codata_region_sti_detail,463,1439
1200,ods.cfe_exp_bw_mtm_cost,461,1439
1201,ods.cfe_exp_cfe_bome_plant,185,1439
1202,ods.cfe_exp_cfe_mtm_12mon_cost_fcst,481,1439
1203,ods.cfe_z_rpt_markup_distribution_his,484,1439
1204,ods.cfe_z_v_rpt_costadder_mtm,330,1439
1205,ods.chinabpportal_T_Lenovo_Lecoo_SalesData_Daily_ST,783,1439
1206,ods.chinabpportal_base_org_areamapping,578,1439
1207,ods.chinabpportal_base_org_battlezone,152,1439
1208,ods.chinabpportal_base_org_businesstypeinfo,238,1439
1209,ods.chinabpportal_base_org_province,211,1439
1210,ods.chinabpportal_base_org_provincezonemapping,456,1439
1211,ods.chinabpportal_base_org_regioninfo,183,1439
1212,ods.chinabpportal_base_org_subregion,653,1439
1213,ods.chinabpportal_base_org_subregioncitymapping,372,1439
1214,ods.chinabpportal_base_org_town,50,1439
1215,ods.chinabpportal_bp_resellersubtypeinfo,283,1439
1216,ods.chinabpportal_kapplicationinfo,3,1439
1217,ods.chinabpportal_kreselleraboutinfo,546,1439
1218,ods.chinabpportal_krrndlockinfo,607,1439
1219,ods.chinabpportal_krrsuperiordistributorinfo,679,1439
1220,ods.chinabpportal_ludp_xfdlx_ms_e04_agencyinfo_cdl,425,1439
1221,ods.chinabpportal_odh_k_reseller,99,1439
1222,ods.chinabpportal_purchasing_right,266,1439
1223,ods.ciop_m1004_prc_con_customer_mapping_new,91,1439
1224,ods.ciop_m1004_prc_smb_customer_mapping_new,327,1439
1225,ods.ciop_prc_bms_con_reseller_transformation,71,1439
1226,ods.ciop_rel_xc_product_list,610,1439
1227,ods.ciop_t_con_sec_by_sn_operate,751,1439
1228,ods.ciop_t_con_sti_manual_data,507,1439
1229,ods.ciop_t_m10001_area_mx_all_ordersi,163,1439
1230,ods.ciop_t_m10001_area_rhythm_by_week,602,1439
1231,ods.ciop_t_m10001_area_target_all_ordersi,450,1439
1232,ods.ciop_t_m10001_area_target_con_po,273,1439
1233,ods.ciop_t_m10001_area_target_isg_si,626,1439
1234,ods.ciop_t_m10001_area_target_rel_si,463,1439
1235,ods.ciop_t_m10001_area_target_smb_po,390,1439
1236,ods.ciop_t_m10001_area_target_smb_sti,643,1439
1237,ods.ciop_t_m10001_area_target_ssg_booking,376,1439
1238,ods.ciop_t_map_con_sp_channel3_idl,432,1439
1239,ods.ciop_t_map_con_sp_customer_mapping_idl,8,1439
1240,ods.ciop_t_map_con_sp_monitor_idl,399,1439
1241,ods.ciop_t_map_yt_online_auth_partners,676,1439
1242,ods.ciop_t_region_by_297_service,508,1439
1243,ods.ciop_t_smb_sti_adj_idl,285,1439
1244,ods.conmachine_machinereports_info,81,1439
1245,ods.csdc_cc_purchasing_right_cgc_today,116,1439
1246,ods.csdc_cc_purchasing_right_ka,762,1439
1247,ods.csdc_con_5s_detail_other_adjustment,625,1439
1248,ods.csdc_con_channel_regulation_new_e,282,1439
1249,ods.csdc_con_dic_90code_reseller_mapping,770,1439
1250,ods.csdc_con_dic_mtm_agency_price_detail,601,1439
1251,ods.csdc_con_dic_reseller_shop_mapping,457,1439
1252,ods.csdc_con_mapping_customer_detail_fiscal,749,1439
1253,ods.csdc_con_mapping_customer_detail_moto_e,590,1439
1254,ods.csdc_con_mapping_product_group,419,1439
1255,ods.csdc_con_mtm_single,173,1439
1256,ods.csdc_con_sellout_capacity_report_detail_append,403,1439
1257,ods.csdc_con_sellout_reseller_change_inventory_ascription,297,1439
1258,ods.csdc_con_sellout_reseller_change_sn_ascription,434,1439
1259,ods.csdc_con_si_stock_transfer_sn,100,1439
1260,ods.csdc_con_sti_detail_sn,189,1439
1261,ods.csdc_consumer_distributor_order_details_pn,637,1439
1262,ods.csdc_csdc_prc_con_pushout_change,729,1439
1263,ods.csdc_csdc_to_bw_cfg,604,1439
1264,ods.csdc_customer_judgment_11_channel_e,345,1439
1265,ods.csdc_customer_judgment_31_51,1,1439
1266,ods.csdc_customer_judgment_31_51_e,599,1439
1267,ods.csdc_customer_judgment_si_detail,212,1439
1268,ods.csdc_e04_city_new,20,1439
1269,ods.csdc_e04_cityarea,348,1439
1270,ods.csdc_e04_province,65,1439
1271,ods.csdc_e_2_k_reseller,82,1439
1272,ods.csdc_ff_city,412,1439
1273,ods.csdc_ff_con_right_e,610,1439
1274,ods.csdc_ff_county,67,1439
1275,ods.csdc_ff_dlx_right,467,1439
1276,ods.csdc_ff_lenovo_geo_hierarchy_e,50,1439
1277,ods.csdc_ff_national_geo_hierarchy_e,386,1439
1278,ods.csdc_ff_province,689,1439
1279,ods.csdc_ff_sec_right,519,1439
1280,ods.csdc_ff_town,54,1439
1281,ods.csdc_guodai_k_rr_superior_distributor_info_single,483,1439
1282,ods.csdc_in_sec_fs_rdcstockagereports,355,1439
1283,ods.csdc_jd_pn_lock_qty,606,1439
1284,ods.csdc_lecoo_edi_base_bu_e,239,1439
1285,ods.csdc_lecoo_edi_base_customer_detail_e,140,1439
1286,ods.csdc_lecoo_edi_base_customer_e,544,1439
1287,ods.csdc_lecoo_edi_base_supplier_e,63,1439
1288,ods.csdc_ludp_crm_ms_crm_jdpn_mapping_udl,311,1439
1289,ods.csdc_ludp_jd_ms_jd_sellout_data_udl,755,1439
1290,ods.csdc_ludp_jd_planning_pn_to_pn_out_udl,77,1439
1291,ods.csdc_ludp_lecoo_ms_salesdata_detail_final_udl,365,1439
1292,ods.csdc_ludp_lecoo_ms_salesdata_detail_udl,31,1439
1293,ods.csdc_ludp_xfdlx_ms_krrndlockinfo_udl,254,1439
1294,ods.csdc_magellan_wwdetail_result_source_groupaddress_target_result,146,1439
1295,ods.csdc_mbg3s_moto_prc_offline_detail_cdl,333,1439
1296,ods.csdc_national_agent_pn_mapping_e,107,1439
1297,ods.csdc_odh_e04_agencyinfo,412,1439
1298,ods.csdc_odh_k_reseller,259,1439
1299,ods.csdc_odh_k_rr_resellertypename_channel,26,1439
1300,ods.csdc_odh_k_rr_superior_distributor_info,269,1439
1301,ods.csdc_odh_k_rr_superior_distributor_info_single,693,1439
1302,ods.csdc_odh_stockin_by_lenovo,673,1439
1303,ods.csdc_odh_stockout_by_lenovo,147,1439
1304,ods.csdc_report_3s_distributor_stock,122,1439
1305,ods.csdc_report_sti_detail_result_all,417,1439
1306,ods.csdc_sec_edi_stockbylenovo,208,1439
1307,ods.csdc_sec_edi_stockreturnbylenovo,63,1439
1308,ods.csdc_sec_edi_transitstockbylenovo,123,1439
1309,ods.csdc_sec_rdccorprovinces,601,1439
1310,ods.csdc_sn_history,63,1439
1311,ods.csdc_stage_pushout_lenovocounty_02,27,1439
1312,ods.csdc_sti_standard_detail_sn_history_all,471,1439
1313,ods.csdc_t_database_impairment_inv_range_mapping,183,1439
1314,ods.csdc_t_good_products_database_mapping,99,1439
1315,ods.csdc_t_if_phone_monitor_mapping,797,1439
1316,ods.csdc_tr3s_distributor_other_adjustment,146,1439
1317,ods.csdc_tr3s_distributor_report_method,415,1439
1318,ods.csdc_tr3s_distributor_report_quantity,577,1439
1319,ods.csdc_tr3s_distributor_report_quantity_siot,258,1439
1320,ods.csdc_tr3s_file_upload_record,528,1439
1321,ods.csdc_tr3s_sn_owner,226,1439
1322,ods.csdc_ts_i_0201,770,1439
1323,ods.csdc_ts_otherchangesellsdetail,664,1439
1324,ods.csdc_ts_sec_stocktransferdatadump,705,1439
1325,ods.csdc_wwdetail_result_source,100,1439
1326,ods.customermdm_C_BO_PRTY_RLE_SGMNT,216,1439
1327,ods.customermdm_C_BO_PSTL_ADDR,298,1439
1328,ods.customermdm_C_BR_PRTY_REL,405,1439
1329,ods.customermdm_C_BT_ALT_NM_TYP,570,1439
1330,ods.customermdm_C_XO_EMP,544,1439
1331,ods.customermdm_C_XO_PARTY_ROLE,65,1439
1332,ods.customermdm_C_XO_PRTY_SALES,667,1439
1333,ods.customermdm_c_bo_classif,451,1439
1334,ods.customermdm_c_bo_prty,548,1439
1335,ods.customermdm_c_bo_prty_rle_alt_id,410,1439
1336,ods.customermdm_c_bo_prty_rle_alt_nm,623,1439
1337,ods.customermdm_c_bo_prty_rle_enrchmnt,395,1439
1338,ods.customermdm_c_bo_prty_rle_financ,78,1439
1339,ods.customermdm_c_bo_prty_rle_sts,405,1439
1340,ods.customermdm_c_br_prty_classif,304,1439
1341,ods.customermdm_c_br_prty_rle_pstl_addr,249,1439
1342,ods.customermdm_c_xo_prty_rle_misc,677,1439
1343,ods.customermdm_c_xo_trtry_mstr,222,1439
